[2019-08-28 11:39:33] main.CRITICAL: The contents from the "/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory {"exception":"[object] (Magento\\Framework\\Exception\\FileSystemException(code: 0): The contents from the \"/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js\" file can't be read. Warning!file_get_contents(/var/www/eliferous/pub/static/adminhtml/Magento/backend/en_US/mage/requirejs/mixins.js): failed to open stream: No such file or directory at /var/www/eliferous/vendor/magento/framework/Filesystem/Driver/File.php:150)"} []
[2019-08-29 11:08:01] main.CRITICAL: Cannot resize image "/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp" - original image not found {"exception":"[object] (Magento\\Framework\\Exception\\NotFoundException(code: 0): Cannot resize image \"/var/www/eliferous/pub/media/catalog/product/g/a/garment_2.jpg.tmp\" - original image not found at /var/www/eliferous/vendor/magento/module-media-storage/Service/ImageResize.php:136)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9332ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9332ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9354ee-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9354ee-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9384ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9384ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9371e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9371e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9111e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9111e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9117e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9117e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9122e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9122e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9127e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9127e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9454e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9454e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9478e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9478e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9489e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9489e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9521e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9521e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9523e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9523e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9528e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9528e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9529e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9529e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//_/m/_m4a9596e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9596e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//i/m/img_1055e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1055e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//i/m/img_1062e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1062e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//i/m/img_1075e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1075e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:22] main.CRITICAL: File 'pub/media/import//i/m/img_1084e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1084e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//u/n/untitled_session13795e1-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session13795e1-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9181e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9181e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9134e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9134e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9149e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9149e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9414e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9414e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9427e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9427e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9429e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9429e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9414e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9414e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9423e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9423e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9427e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9427e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9429e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9429e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9297ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9297ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9300ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9300ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9304ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9304ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9314e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9314e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//_/m/_m4a9324e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9324e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_0995e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0995e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_0997e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_0997e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_1000e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1000e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_1006e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1006e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//u/n/untitled_session14015e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session14015e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//u/n/untitled_session13951e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session13951e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_1601e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_1601e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9354e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9354e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9358e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9358e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9359e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9359e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9797e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9797e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9811e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9811e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9636e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9636e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:34:23] main.CRITICAL: File 'pub/media/import//i/m/img_9641e-min-min-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9641e-min-min-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4552e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4552e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4559e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4559e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_9913e-min_1_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9913e-min_1_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_9900e-min_1_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9900e-min_1_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//k/b/kbi_8768.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8768.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//k/b/kbi_8769-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8769-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//k/b/kbi_8774-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//k/b/kbi_8774-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//u/n/untitled_session14201e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//u/n/untitled_session14201e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4460.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4460.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4461e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4461e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4466e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4466e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_9868e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_9868e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a9976e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9976e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a9997e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9997e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4518e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4518e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4530e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4530e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a9578e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9578e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a9590e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9590e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a9599e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a9599e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4790e-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4790e-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a0605ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a0605ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//_/m/_m4a0609ee-min.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//_/m/_m4a0609ee-min.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
[2019-08-30 10:36:28] main.CRITICAL: File 'pub/media/import//i/m/img_4478e-min_1.jpg' was not found or has read restriction. {"exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): File 'pub/media/import//i/m/img_4478e-min_1.jpg' was not found or has read restriction. at /var/www/eliferous/vendor/magento/module-catalog-import-export/Model/Import/Uploader.php:210)"} []
